osm_key,osm_type,osm_id,name,latitude,longitude,stop_type,operator,network,tags_json
node/29783876,node,29783876,Stacijas laukums,56.9476515,24.116343,tram_stop,,,"{""name"": ""Stacijas laukums"", ""public_transport"": ""stop_position"", ""railway"": ""tram_stop"", ""tram"": ""yes""}"
node/246519725,node,246519725,Zolitūde,56.9492348,24.0223682,halt,,,"{""name"": ""Zolitūde"", ""name:lv"": ""Zolitūde"", ""name:ru"": ""Золитуде"", ""public_transport"": ""station"", ""railway"": ""halt"", ""train"": ""yes"", ""uic_ref"": ""2500801"", ""wikidata"": ""Q2329881""}"
node/257807862,node,257807862,Dreiliņu iela,56.9417806,24.0619887,bus_stop,,,"{""bench"": ""yes"", ""bin"": ""yes"", ""highway"": ""bus_stop"", ""lit"": ""yes"", ""name"": ""Dreiliņu iela"", ""public_transport"": ""platform"", ""shelter"": ""yes"", ""tactile_paving"": ""no""}"
node/257807863,node,257807863,Melnsila iela,56.9435567,24.0690586,bus_stop,,,"{""bench"": ""no"", ""bin"": ""yes"", ""bus"": ""yes"", ""check_date:shelter"": ""2026-03-19"", ""highway"": ""bus_stop"", ""lit"": ""yes"", ""name"": ""Melnsila iela"", ""public_transport"": ""platform"", ""shelter"": ""no"", ""tactile_paving"": ""no""}"
node/257807865,node,257807865,Ķīpsala,56.9491836,24.0867083,bus_stop,,,"{""bench"": ""yes"", ""bin"": ""yes"", ""bus"": ""yes"", ""highway"": ""bus_stop"", ""lit"": ""yes"", ""name"": ""Ķīpsala"", ""public_transport"": ""platform"", ""shelter"": ""yes"", ""tactile_paving"": ""no"", ""trolleybus"": ""yes""}"
node/257809060,node,257809060,Blaumaņa iela,56.9542484,24.1225282,bus_stop,,,"{""bench"": ""yes"", ""bin"": ""no"", ""highway"": ""bus_stop"", ""lit"": ""yes"", ""name"": ""Blaumaņa iela"", ""public_transport"": ""platform"", ""shelter"": ""no"", ""tactile_paving"": ""no"", ""trolleybus"": ""yes""}"
node/257809061,node,257809061,Matīsa iela,56.9562716,24.1361344,bus_stop,,,"{""bench"": ""yes"", ""bin"": ""yes"", ""bus"": ""yes"", ""departures_board"": ""timetable"", ""highway"": ""bus_stop"", ""lit"": ""yes"", ""name"": ""Matīsa iela"", ""public_transport"": ""platform"", ""shelter"": ""no"", ""tactile_paving"": ""yes"", ""trolleybus"": ""yes""}"
node/257809062,node,257809062,Matīsa iela,56.9562732,24.1365047,bus_stop,,,"{""bench"": ""yes"", ""bin"": ""yes"", ""bus"": ""yes"", ""departures_board"": ""timetable"", ""highway"": ""bus_stop"", ""lit"": ""yes"", ""name"": ""Matīsa iela"", ""public_transport"": ""platform"", ""shelter"": ""no"", ""tactile_paving"": ""yes"", ""trolleybus"": ""yes""}"
node/257811271,node,257811271,Krāsotāju iela,56.9534683,24.1411144,bus_stop,,,"{""bench"": ""no"", ""bin"": ""yes"", ""highway"": ""bus_stop"", ""lit"": ""yes"", ""name"": ""Krāsotāju iela"", ""public_transport"": ""platform"", ""shelter"": ""no"", ""tactile_paving"": ""no"", ""trolleybus"": ""yes""}"
node/257811272,node,257811272,Bruņinieku iela,56.9523011,24.1403001,bus_stop,,,"{""bench"": ""no"", ""bin"": ""yes"", ""check_date:shelter"": ""2023-06-13"", ""highway"": ""bus_stop"", ""lit"": ""yes"", ""name"": ""Bruņinieku iela"", ""public_transport"": ""platform"", ""shelter"": ""no"", ""tactile_paving"": ""no"", ""trolleybus"": ""yes""}"
node/257811273,node,257811273,Stabu iela,56.9514975,24.1364461,bus_stop,,,"{""bench"": ""yes"", ""bin"": ""yes"", ""highway"": ""bus_stop"", ""lit"": ""yes"", ""name"": ""Stabu iela"", ""public_transport"": ""platform"", ""shelter"": ""yes"", ""tactile_paving"": ""yes"", ""trolleybus"": ""yes""}"
node/257811274,node,257811274,Lucavsala,56.9294428,24.1142405,bus_stop,,,"{""bench"": ""yes"", ""bin"": ""yes"", ""highway"": ""bus_stop"", ""lit"": ""yes"", ""name"": ""Lucavsala"", ""public_transport"": ""platform"", ""shelter"": ""yes"", ""tactile_paving"": ""no"", ""trolleybus"": ""yes""}"
node/257811275,node,257811275,Bieķensalas iela,56.9282954,24.1072734,bus_stop,,,"{""bench"": ""yes"", ""bin"": ""yes"", ""bus"": ""yes"", ""departures_board"": ""timetable"", ""highway"": ""bus_stop"", ""lit"": ""yes"", ""name"": ""Bieķensalas iela"", ""public_transport"": ""platform"", ""shelter"": ""yes"", ""tactile_paving"": ""no""}"
node/257811277,node,257811277,Jelgavas iela,56.9317443,24.0995351,bus_stop,,,"{""bench"": ""no"", ""bin"": ""yes"", ""highway"": ""bus_stop"", ""lit"": ""no"", ""name"": ""Jelgavas iela"", ""public_transport"": ""platform"", ""shelter"": ""no"", ""tactile_paving"": ""no"", ""trolleybus"": ""yes""}"
node/257811278,node,257811278,Bieķensalas iela,56.9302213,24.0976614,bus_stop,,,"{""highway"": ""bus_stop"", ""name"": ""Bieķensalas iela"", ""public_transport"": ""platform"", ""shelter"": ""yes"", ""tactile_paving"": ""no""}"
node/257943678,node,257943678,Nacionālā bibliotēka,56.9424135,24.0969797,bus_stop,,,"{""bench"": ""yes"", ""bin"": ""yes"", ""bus"": ""yes"", ""gtfs:stop_id"": ""17677"", ""highway"": ""bus_stop"", ""lit"": ""yes"", ""name"": ""Nacionālā bibliotēka"", ""public_transport"": ""platform"", ""shelter"": ""yes"", ""source"": ""Rīgas ĢeoMetrs, 29.02.2012"", ""tactile_paving"": ""no"", ""trolleybus"": ""yes"", ""wheelchair"": ""yes""}"
node/257943685,node,257943685,Satiksmes iela,56.9267761,24.0926996,bus_stop,,,"{""bench"": ""yes"", ""bin"": ""yes"", ""highway"": ""bus_stop"", ""lit"": ""no"", ""name"": ""Satiksmes iela"", ""public_transport"": ""platform"", ""shelter"": ""no"", ""tactile_paving"": ""no"", ""trolleybus"": ""yes""}"
node/257943694,node,257943694,Satiksmes iela,56.9268976,24.0930079,bus_stop,,,"{""bench"": ""yes"", ""bin"": ""yes"", ""highway"": ""bus_stop"", ""lit"": ""yes"", ""name"": ""Satiksmes iela"", ""public_transport"": ""platform"", ""shelter"": ""no"", ""tactile_paving"": ""no"", ""trolleybus"": ""yes""}"
node/257943696,node,257943696,Torņakalna iela,56.9283481,24.0806041,bus_stop,,,"{""bench"": ""no"", ""bin"": ""yes"", ""bus"": ""yes"", ""check_date:shelter"": ""2024-09-11"", ""highway"": ""bus_stop"", ""lit"": ""yes"", ""name"": ""Torņakalna iela"", ""public_transport"": ""platform"", ""shelter"": ""no"", ""tactile_paving"": ""no""}"
node/257943846,node,257943846,Saules aleja,56.9302323,24.0744142,bus_stop,,,"{""bench"": ""yes"", ""bin"": ""yes"", ""bus"": ""yes"", ""check_date:shelter"": ""2024-09-11"", ""highway"": ""bus_stop"", ""lit"": ""no"", ""name"": ""Saules aleja"", ""public_transport"": ""platform"", ""shelter"": ""no"", ""tactile_paving"": ""no""}"
node/257943848,node,257943848,Tukuma iela,56.9329328,24.0717142,bus_stop,,,"{""bench"": ""yes"", ""bin"": ""yes"", ""check_date:shelter"": ""2026-03-01"", ""highway"": ""bus_stop"", ""lit"": ""yes"", ""name"": ""Tukuma iela"", ""public_transport"": ""platform"", ""shelter"": ""yes"", ""tactile_paving"": ""no"", ""trolleybus"": ""yes""}"
node/257943849,node,257943849,Āgenskalna tirgus,56.9358616,24.0710848,bus_stop,,,"{""bench"": ""yes"", ""bin"": ""yes"", ""highway"": ""bus_stop"", ""lit"": ""no"", ""name"": ""Āgenskalna tirgus"", ""public_transport"": ""platform"", ""shelter"": ""yes"", ""tactile_paving"": ""no"", ""trolleybus"": ""yes""}"
node/266643879,node,266643879,Mežmalas iela,56.9435089,23.9966553,bus_stop,,,"{""bench"": ""yes"", ""bin"": ""yes"", ""bus"": ""yes"", ""highway"": ""bus_stop"", ""name"": ""Mežmalas iela"", ""public_transport"": ""platform"", ""shelter"": ""no""}"
node/266807726,node,266807726,Sarkandaugava - izkāpšana,56.9958308,24.1316655,bus_stop,,,"{""bench"": ""yes"", ""bin"": ""yes"", ""bus"": ""yes"", ""highway"": ""bus_stop"", ""lit"": ""yes"", ""name"": ""Sarkandaugava - izkāpšana"", ""public_transport"": ""platform"", ""shelter"": ""no"", ""tactile_paving"": ""yes""}"
node/267492203,node,267492203,Matrožu iela,56.9633732,24.0798471,bus_stop,,,"{""bench"": ""yes"", ""highway"": ""bus_stop"", ""name"": ""Matrožu iela"", ""public_transport"": ""platform"", ""shelter"": ""yes""}"
node/267495094,node,267495094,Jaunsaules iela,56.9551171,24.0456226,tram_stop,,,"{""name"": ""Jaunsaules iela"", ""public_transport"": ""stop_position"", ""railway"": ""tram_stop"", ""tram"": ""yes""}"
node/267495111,node,267495111,Jaunsaules iela,56.9548322,24.0455694,tram_stop,,,"{""name"": ""Jaunsaules iela"", ""public_transport"": ""stop_position"", ""railway"": ""tram_stop"", ""tram"": ""yes""}"
node/268548701,node,268548701,Priežkalni,56.9230958,23.9964867,bus_stop,,,"{""bench"": ""yes"", ""bin"": ""yes"", ""bus"": ""yes"", ""highway"": ""bus_stop"", ""lit"": ""no"", ""name"": ""Priežkalni"", ""public_transport"": ""platform"", ""shelter"": ""yes"", ""tactile_paving"": ""no""}"
node/268548702,node,268548702,Priežkalni,56.9230618,23.9973368,bus_stop,,,"{""bench"": ""yes"", ""bin"": ""yes"", ""bus"": ""yes"", ""highway"": ""bus_stop"", ""lit"": ""no"", ""name"": ""Priežkalni"", ""public_transport"": ""platform"", ""shelter"": ""yes"", ""tactile_paving"": ""no""}"
node/288179669,node,288179669,13. janvāra iela,56.9456077,24.1134883,bus_stop,,,"{""bench"": ""yes"", ""bin"": ""yes"", ""highway"": ""bus_stop"", ""lit"": ""yes"", ""name"": ""13. janvāra iela"", ""public_transport"": ""platform"", ""shelter"": ""yes"", ""tactile_paving"": ""no"", ""trolleybus"": ""yes""}"
node/289956240,node,289956240,Lucavsala,56.9288629,24.1141967,bus_stop,,,"{""bench"": ""yes"", ""bin"": ""yes"", ""highway"": ""bus_stop"", ""lit"": ""yes"", ""name"": ""Lucavsala"", ""public_transport"": ""platform"", ""shelter"": ""yes"", ""tactile_paving"": ""yes"", ""trolleybus"": ""yes""}"
node/290960414,node,290960414,Pāles iela,56.9853515,24.2478884,bus_stop,,,"{""bench"": ""yes"", ""bin"": ""yes"", ""bus"": ""yes"", ""highway"": ""bus_stop"", ""lit"": ""yes"", ""name"": ""Pāles iela"", ""public_transport"": ""platform"", ""shelter"": ""yes"", ""tactile_paving"": ""no""}"
node/290960416,node,290960416,Strazdumuižas vidusskola,56.9827796,24.2506152,bus_stop,,,"{""bench"": ""yes"", ""bin"": ""yes"", ""bus"": ""yes"", ""highway"": ""bus_stop"", ""lit"": ""yes"", ""name"": ""Strazdumuižas vidusskola"", ""public_transport"": ""platform"", ""shelter"": ""yes"", ""tactile_paving"": ""no""}"
node/290970787,node,290970787,Jugla,56.9753618,24.254324,bus_stop,,,"{""bench"": ""yes"", ""bin"": ""yes"", ""bus"": ""yes"", ""highway"": ""bus_stop"", ""lit"": ""yes"", ""name"": ""Jugla"", ""public_transport"": ""platform"", ""shelter"": ""no"", ""tactile_paving"": ""no""}"
node/290973983,node,290973983,"Bērnu slimnīca ""Gaiļezers""",56.9596707,24.2530428,bus_stop,,,"{""bench"": ""yes"", ""bin"": ""yes"", ""check_date:shelter"": ""2023-09-05"", ""highway"": ""bus_stop"", ""name"": ""Bērnu slimnīca \""Gaiļezers\"""", ""public_transport"": ""platform"", ""shelter"": ""no"", ""tactile_paving"": ""yes""}"
node/290973984,node,290973984,"Bērnu slimnīca ""Gaiļezers""",56.9588203,24.2526617,bus_stop,,,"{""bench"": ""yes"", ""bin"": ""yes"", ""highway"": ""bus_stop"", ""lit"": ""no"", ""name"": ""Bērnu slimnīca \""Gaiļezers\"""", ""public_transport"": ""platform"", ""shelter"": ""no"", ""tactile_paving"": ""no""}"
node/291556622,node,291556622,Berģi,56.9993242,24.2735667,bus_stop,,,"{""bench"": ""yes"", ""bin"": ""yes"", ""bus"": ""yes"", ""highway"": ""bus_stop"", ""name"": ""Berģi"", ""public_transport"": ""platform"", ""shelter"": ""yes"", ""tactile_paving"": ""no""}"
node/291556623,node,291556623,Brīvdabas muzejs,56.9966536,24.2647443,bus_stop,,,"{""bench"": ""yes"", ""bin"": ""yes"", ""bus"": ""yes"", ""highway"": ""bus_stop"", ""lit"": ""no"", ""name"": ""Brīvdabas muzejs"", ""public_transport"": ""platform"", ""shelter"": ""yes"", ""tactile_paving"": ""no""}"
node/291564415,node,291564415,VEF,56.9710803,24.1592199,bus_stop,,,"{""bench"": ""yes"", ""bin"": ""yes"", ""highway"": ""bus_stop"", ""lit"": ""yes"", ""name"": ""VEF"", ""public_transport"": ""platform"", ""shelter"": ""yes"", ""tactile_paving"": ""yes"", ""trolleybus"": ""yes""}"
node/291572754,node,291572754,Krišjāņa Barona iela,56.9678998,24.1495418,bus_stop,,,"{""bench"": ""yes"", ""bin"": ""yes"", ""highway"": ""bus_stop"", ""lit"": ""yes"", ""name"": ""Krišjāņa Barona iela"", ""name:etymology"": ""Krišjānis Barons"", ""name:etymology:wikidata"": ""Q284106"", ""public_transport"": ""platform"", ""shelter"": ""yes"", ""tactile_paving"": ""yes"", ""trolleybus"": ""yes""}"
node/291574002,node,291574002,Pērnavas iela,56.9660026,24.1481346,bus_stop,,,"{""bench"": ""yes"", ""bin"": ""yes"", ""highway"": ""bus_stop"", ""name"": ""Pērnavas iela"", ""public_transport"": ""platform"", ""shelter"": ""yes"", ""tactile_paving"": ""no"", ""trolleybus"": ""yes""}"
node/291575096,node,291575096,Aleksandra Čaka iela,56.9636126,24.1496313,bus_stop,,,"{""bench"": ""yes"", ""bin"": ""yes"", ""bus"": ""yes"", ""departures_board"": ""timetable"", ""highway"": ""bus_stop"", ""lit"": ""yes"", ""name"": ""Aleksandra Čaka iela"", ""name:etymology"": ""Aleksandrs Čaks"", ""name:etymology:wikidata"": ""Q620387"", ""public_transport"": ""platform"", ""shelter"": ""no"", ""tactile_paving"": ""yes"", ""trolleybus"": ""yes""}"
node/291577180,node,291577180,Tallinas iela,56.959413,24.1420522,bus_stop,,,"{""bench"": ""no"", ""bin"": ""yes"", ""bus"": ""yes"", ""departures_board"": ""yes"", ""highway"": ""bus_stop"", ""lit"": ""yes"", ""name"": ""Tallinas iela"", ""public_transport"": ""platform"", ""shelter"": ""no"", ""tactile_paving"": ""yes"", ""trolleybus"": ""yes""}"
node/291579539,node,291579539,Ģertrūdes iela,56.9533745,24.1307651,bus_stop,,,"{""bench"": ""yes"", ""bin"": ""yes"", ""highway"": ""bus_stop"", ""lit"": ""no"", ""name"": ""Ģertrūdes iela"", ""public_transport"": ""platform"", ""shelter"": ""yes"", ""tactile_paving"": ""no"", ""trolleybus"": ""yes""}"
node/291582282,node,291582282,Berģi,56.9989274,24.273637,bus_stop,,,"{""bench"": ""yes"", ""bin"": ""yes"", ""bus"": ""yes"", ""highway"": ""bus_stop"", ""name"": ""Berģi"", ""public_transport"": ""platform"", ""shelter"": ""yes""}"
node/292822239,node,292822239,Piedrujas iela,56.9398758,24.1740488,bus_stop,,,"{""bus"": ""yes"", ""highway"": ""bus_stop"", ""name"": ""Piedrujas iela"", ""public_transport"": ""platform""}"
node/292822241,node,292822241,Skaņu iela,56.9448307,24.1761009,bus_stop,,,"{""bench"": ""yes"", ""bin"": ""yes"", ""bus"": ""yes"", ""highway"": ""bus_stop"", ""lit"": ""yes"", ""name"": ""Skaņu iela"", ""public_transport"": ""platform"", ""shelter"": ""no""}"
node/292836802,node,292836802,Latvenergo,56.9531602,24.2218047,bus_stop,,,"{""bench"": ""yes"", ""bin"": ""yes"", ""bus"": ""yes"", ""highway"": ""bus_stop"", ""name"": ""Latvenergo"", ""public_transport"": ""platform"", ""shelter"": ""no"", ""tactile_paving"": ""no""}"
node/292841091,node,292841091,Sergeja Eizenšteina iela,56.9594981,24.2301058,bus_stop,,,"{""bench"": ""yes"", ""bin"": ""yes"", ""check_date:shelter"": ""2024-07-09"", ""highway"": ""bus_stop"", ""name"": ""Sergeja Eizenšteina iela"", ""name:etymology"": ""Sergejs Eizenšteins"", ""name:etymology:wikidata"": ""Q8003"", ""public_transport"": ""platform"", ""shelter"": ""yes"", ""tactile_paving"": ""no"", ""trolleybus"": ""yes""}"
node/292847298,node,292847298,Ratnieki,56.9580614,24.2366011,bus_stop,Rigas Satiksme,,"{""bench"": ""yes"", ""bin"": ""yes"", ""bus"": ""yes"", ""highway"": ""bus_stop"", ""lit"": ""yes"", ""name"": ""Ratnieki"", ""operator"": ""Rigas Satiksme"", ""public_transport"": ""platform"", ""shelter"": ""yes"", ""tactile_paving"": ""no"", ""trolleybus"": ""no""}"
node/292847299,node,292847299,Ratnieki,56.9573915,24.239723,bus_stop,,,"{""bench"": ""yes"", ""bus"": ""yes"", ""highway"": ""bus_stop"", ""name"": ""Ratnieki"", ""public_transport"": ""platform"", ""shelter"": ""yes""}"
node/292854580,node,292854580,Jugla,56.9768079,24.2545736,bus_stop,,,"{""bench"": ""yes"", ""bin"": ""yes"", ""bus"": ""yes"", ""departures_board"": ""timetable"", ""highway"": ""bus_stop"", ""lit"": ""yes"", ""name"": ""Jugla"", ""public_transport"": ""platform"", ""shelter"": ""no"", ""tactile_paving"": ""yes""}"
node/292854581,node,292854581,Strazdumuižas vidusskola,56.9825799,24.2513588,bus_stop,,,"{""bench"": ""yes"", ""bin"": ""yes"", ""bus"": ""yes"", ""check_date:shelter"": ""2024-07-09"", ""highway"": ""bus_stop"", ""name"": ""Strazdumuižas vidusskola"", ""public_transport"": ""platform"", ""shelter"": ""yes"", ""tactile_paving"": ""no""}"
node/292854585,node,292854585,Pāles iela,56.9867221,24.2482094,bus_stop,,,"{""bench"": ""yes"", ""bin"": ""yes"", ""bus"": ""yes"", ""highway"": ""bus_stop"", ""lit"": ""no"", ""name"": ""Pāles iela"", ""public_transport"": ""platform"", ""shelter"": ""yes"", ""tactile_paving"": ""no""}"
node/292861469,node,292861469,Rožu iela,56.9975154,24.2770309,bus_stop,,,"{""bench"": ""yes"", ""bus"": ""yes"", ""highway"": ""bus_stop"", ""name"": ""Rožu iela"", ""public_transport"": ""platform"", ""shelter"": ""no"", ""tactile_paving"": ""no""}"
node/292861475,node,292861475,Vējdzirnavu iela,56.9948674,24.2816749,bus_stop,,,"{""bench"": ""no"", ""highway"": ""bus_stop"", ""name"": ""Vējdzirnavu iela"", ""public_transport"": ""platform"", ""shelter"": ""no""}"
node/292863302,node,292863302,Upesciema iela,56.9902901,24.2908626,bus_stop,,,"{""highway"": ""bus_stop"", ""name"": ""Upesciema iela"", ""public_transport"": ""platform"", ""trolleybus"": ""yes""}"
node/292863304,node,292863304,Tadenavas iela,56.9876473,24.294305,bus_stop,,,"{""bench"": ""yes"", ""highway"": ""bus_stop"", ""name"": ""Tadenavas iela"", ""public_transport"": ""platform"", ""shelter"": ""no"", ""trolleybus"": ""yes""}"
node/292866869,node,292866869,Madaru iela,56.9873559,24.3042236,bus_stop,,,"{""bench"": ""yes"", ""bus"": ""yes"", ""highway"": ""bus_stop"", ""name"": ""Madaru iela"", ""public_transport"": ""platform""}"
node/292873984,node,292873984,Alfa,56.9839242,24.2018532,bus_stop,,,"{""bench"": ""yes"", ""bin"": ""yes"", ""highway"": ""bus_stop"", ""lit"": ""yes"", ""name"": ""Alfa"", ""public_transport"": ""platform"", ""shelter"": ""yes"", ""tactile_paving"": ""no"", ""trolleybus"": ""yes""}"
node/292875959,node,292875959,Krustabaznīcas iela,56.9819576,24.1948143,bus_stop,,,"{""bench"": ""yes"", ""bin"": ""yes"", ""highway"": ""bus_stop"", ""lit"": ""no"", ""name"": ""Krustabaznīcas iela"", ""public_transport"": ""platform"", ""shelter"": ""yes"", ""tactile_paving"": ""yes"", ""trolleybus"": ""yes""}"
node/292876626,node,292876626,Dzērbenes iela,56.9807966,24.1910126,bus_stop,,,"{""bench"": ""yes"", ""bin"": ""yes"", ""highway"": ""bus_stop"", ""lit"": ""yes"", ""name"": ""Dzērbenes iela"", ""public_transport"": ""platform"", ""shelter"": ""yes"", ""tactile_paving"": ""yes"", ""trolleybus"": ""yes""}"
node/292877332,node,292877332,Zemitāna laukums,56.9791952,24.1858151,bus_stop,,,"{""bench"": ""yes"", ""bin"": ""yes"", ""bus"": ""yes"", ""departures_board"": ""timetable"", ""highway"": ""bus_stop"", ""lit"": ""no"", ""name"": ""Zemitāna laukums"", ""public_transport"": ""platform"", ""reg_name"": ""Teika"", ""shelter"": ""yes"", ""tactile_paving"": ""yes"", ""trolleybus"": ""yes""}"
node/292878292,node,292878292,Palmu iela,56.9777719,24.1811498,bus_stop,,,"{""bench"": ""yes"", ""bin"": ""yes"", ""highway"": ""bus_stop"", ""name"": ""Palmu iela"", ""public_transport"": ""platform"", ""shelter"": ""yes"", ""tactile_paving"": ""yes"", ""trolleybus"": ""yes""}"
node/292879006,node,292879006,Gustava Zemgala gatve,56.9738345,24.1682153,bus_stop,,,"{""bench"": ""yes"", ""bin"": ""yes"", ""highway"": ""bus_stop"", ""lit"": ""yes"", ""name"": ""Gustava Zemgala gatve"", ""name:etymology"": ""Gustavs Zemgals"", ""name:etymology:wikidata"": ""Q366054"", ""public_transport"": ""platform"", ""shelter"": ""yes"", ""tactile_paving"": ""yes"", ""trolleybus"": ""yes""}"
node/292881389,node,292881389,Dzemdību nams,56.9651654,24.1339026,bus_stop,,,"{""bench"": ""yes"", ""bin"": ""yes"", ""highway"": ""bus_stop"", ""lit"": ""yes"", ""name"": ""Dzemdību nams"", ""public_transport"": ""platform"", ""shelter"": ""yes"", ""tactile_paving"": ""no"", ""trolleybus"": ""yes""}"
node/292883648,node,292883648,Franču licejs,56.9629293,24.1254079,bus_stop,,,"{""bench"": ""yes"", ""bin"": ""yes"", ""highway"": ""bus_stop"", ""lit"": ""yes"", ""name"": ""Franču licejs"", ""name:etymology:wikidata"": ""Q2984207"", ""public_transport"": ""platform"", ""shelter"": ""yes"", ""tactile_paving"": ""no"", ""trolleybus"": ""yes""}"
node/292883649,node,292883649,Bruņinieku iela,56.9617575,24.1227364,bus_stop,,,"{""bench"": ""yes"", ""bin"": ""yes"", ""highway"": ""bus_stop"", ""lit"": ""yes"", ""name"": ""Bruņinieku iela"", ""public_transport"": ""platform"", ""shelter"": ""no"", ""tactile_paving"": ""yes"", ""trolleybus"": ""yes""}"
node/292884980,node,292884980,Emiļa Melngaiļa iela,56.959259,24.1185458,bus_stop,,,"{""bench"": ""yes"", ""bin"": ""yes"", ""highway"": ""bus_stop"", ""lit"": ""yes"", ""name"": ""Emiļa Melngaiļa iela"", ""name:etymology"": ""Emilis Melngailis"", ""name:etymology:wikidata"": ""Q1337560"", ""public_transport"": ""platform"", ""shelter"": ""yes"", ""tactile_paving"": ""yes"", ""trolleybus"": ""yes""}"
node/292893311,node,292893311,Valsts arhīvs,56.9465401,24.0752605,bus_stop,,,"{""bench"": ""yes"", ""bin"": ""yes"", ""bus"": ""yes"", ""highway"": ""bus_stop"", ""lit"": ""yes"", ""name"": ""Valsts arhīvs"", ""public_transport"": ""platform"", ""shelter"": ""yes"", ""tactile_paving"": ""no""}"
node/292893313,node,292893313,Baložu iela,56.9449304,24.0719703,bus_stop,,,"{""bench"": ""yes"", ""bin"": ""yes"", ""bus"": ""yes"", ""check_date:shelter"": ""2026-03-19"", ""highway"": ""bus_stop"", ""lit"": ""no"", ""name"": ""Baložu iela"", ""public_transport"": ""platform"", ""shelter"": ""no"", ""tactile_paving"": ""no""}"
node/292894207,node,292894207,Melnsila iela,56.9436207,24.0687344,bus_stop,,,"{""bench"": ""yes"", ""bin"": ""yes"", ""highway"": ""bus_stop"", ""lit"": ""yes"", ""name"": ""Melnsila iela"", ""public_transport"": ""platform"", ""shelter"": ""no"", ""tactile_paving"": ""no""}"
node/292896662,node,292896662,Kauguru iela,56.9354194,24.0439833,bus_stop,,,"{""bench"": ""yes"", ""bin"": ""yes"", ""bus"": ""yes"", ""highway"": ""bus_stop"", ""name"": ""Kauguru iela"", ""public_transport"": ""platform"", ""shelter"": ""yes""}"
node/292910447,node,292910447,Gaviezes iela,56.9487183,23.9888209,bus_stop,,,"{""bench"": ""no"", ""bin"": ""yes"", ""bus"": ""yes"", ""highway"": ""bus_stop"", ""name"": ""Gaviezes iela"", ""public_transport"": ""platform"", ""shelter"": ""no""}"
node/293407858,node,293407858,Kauguru iela,56.9361422,24.046547,bus_stop,,,"{""bench"": ""yes"", ""bin"": ""yes"", ""bus"": ""yes"", ""highway"": ""bus_stop"", ""lit"": ""no"", ""name"": ""Kauguru iela"", ""public_transport"": ""platform"", ""shelter"": ""yes"", ""tactile_paving"": ""no""}"
node/293408962,node,293408962,Dreiliņu iela,56.9417395,24.0625166,bus_stop,,,"{""bench"": ""yes"", ""bin"": ""yes"", ""bus"": ""yes"", ""highway"": ""bus_stop"", ""lit"": ""yes"", ""name"": ""Dreiliņu iela"", ""public_transport"": ""platform"", ""shelter"": ""yes"", ""tactile_paving"": ""no""}"
node/293409331,node,293409331,Valsts arhīvs,56.9463997,24.0759377,bus_stop,,,"{""bench"": ""yes"", ""bin"": ""yes"", ""highway"": ""bus_stop"", ""lit"": ""yes"", ""name"": ""Valsts arhīvs"", ""public_transport"": ""platform"", ""shelter"": ""yes"", ""tactile_paving"": ""yes"", ""trolleybus"": ""yes""}"
node/293411415,node,293411415,Lāčplēša iela,56.9581465,24.1169357,bus_stop,,,"{""bench"": ""yes"", ""bin"": ""yes"", ""highway"": ""bus_stop"", ""lit"": ""yes"", ""name"": ""Lāčplēša iela"", ""public_transport"": ""platform"", ""shelter"": ""yes"", ""tactile_paving"": ""yes"", ""trolleybus"": ""yes""}"
node/293412253,node,293412253,Bruņinieku iela,56.960902,24.1217137,bus_stop,,,"{""bench"": ""yes"", ""bin"": ""yes"", ""highway"": ""bus_stop"", ""lit"": ""yes"", ""name"": ""Bruņinieku iela"", ""public_transport"": ""platform"", ""shelter"": ""yes"", ""tactile_paving"": ""yes"", ""trolleybus"": ""yes""}"
node/293413232,node,293413232,Franču licejs,56.9628145,24.1258943,bus_stop,,,"{""alt_name"": ""Aristīda Briāna iela"", ""bench"": ""yes"", ""bin"": ""yes"", ""highway"": ""bus_stop"", ""lit"": ""no"", ""name"": ""Franču licejs"", ""public_transport"": ""platform"", ""shelter"": ""no"", ""tactile_paving"": ""no"", ""trolleybus"": ""yes""}"
node/293413240,node,293413240,Dzemdību nams,56.9653823,24.1325507,bus_stop,,,"{""bench"": ""yes"", ""bin"": ""yes"", ""highway"": ""bus_stop"", ""lit"": ""yes"", ""name"": ""Dzemdību nams"", ""public_transport"": ""platform"", ""shelter"": ""yes"", ""tactile_paving"": ""no"", ""trolleybus"": ""yes""}"
node/293583558,node,293583558,Krišjāņa Barona iela,56.9678839,24.1501035,bus_stop,,,"{""bench"": ""no"", ""bin"": ""yes"", ""bus"": ""yes"", ""highway"": ""bus_stop"", ""lit"": ""yes"", ""name"": ""Krišjāņa Barona iela"", ""name:etymology"": ""Krišjānis Barons"", ""name:etymology:wikidata"": ""Q284106"", ""public_transport"": ""platform"", ""shelter"": ""no"", ""tactile_paving"": ""yes"", ""trolleybus"": ""yes""}"
node/293583991,node,293583991,VEF,56.9719086,24.1628696,bus_stop,,,"{""bench"": ""yes"", ""bin"": ""yes"", ""highway"": ""bus_stop"", ""lit"": ""yes"", ""name"": ""VEF"", ""public_transport"": ""platform"", ""shelter"": ""yes"", ""tactile_paving"": ""no"", ""trolleybus"": ""yes""}"
