place_id,name,category,google_types,business_status,formatted_address,vicinity,latitude,longitude,plus_code_global,plus_code_compound,rating,user_ratings_total,website,formatted_phone_number,international_phone_number,google_maps_url,wheelchair_accessible,editorial_summary,icon_url,opening_hours_available,collected_at
ChIJLXrVQfXZ7kYRzlzSnS3u8ic,Mūzikas un mākslas skola,transport_hubs,"bus_station,establishment,point_of_interest,transit_station",OPERATIONAL,"Mārupes pagasts, Mārupe Municipality, LV-2166, Latvia",Latvia,56.88218,23.93454,9G85VWJM+VR,"VWJM+VR Jaunmārupe, Mārupes pagasts, Mārupe Municipality, Latvia",3.5,4.0,,,,https://maps.google.com/?cid=2878624991531916494,,,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/bus-71.png,,2025-10-26T12:20:38.676764
ChIJwXkJSr7Q7kYR9heXncJYCyM,PII,transport_hubs,"bus_station,establishment,point_of_interest,transit_station",OPERATIONAL,"Mārupe, Mārupe pilsēta, Mārupe Municipality, LV-2167, Latvia",Mārupe,56.889006,24.017025,9G86V2Q8+JR,"V2Q8+JR Mārupe, Mārupes pagasts, Mārupe Municipality, Latvia",,,,,,https://maps.google.com/?cid=2525209608962119670,,,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/bus-71.png,,2025-10-26T12:20:38.840037
ChIJmw2VE-LQ7kYRPQEVq6Lw6ek,Tīraine,transport_hubs,"bus_station,establishment,point_of_interest,transit_station",OPERATIONAL,"Tīraine, Mārupes pagasts, Mārupe Municipality, LV-2167, Latvia",Tīraine,56.88845,24.06243,9G86V3Q6+9X,"V3Q6+9X Tīraine, Mārupes pagasts, Mārupe Municipality, Latvia",4.0,5.0,,,,https://maps.google.com/?cid=16855267661856440637,,,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/bus-71.png,,2025-10-26T12:20:39.021563
ChIJ16RyMvHQ7kYR_5NcikQi1m8,Mārupītes gatve,transport_hubs,"bus_station,establishment,point_of_interest,transit_station",OPERATIONAL,"Mārupe, Mārupe pilsēta, Mārupe Municipality, LV-2167, Latvia",Mārupe,56.90157000000001,24.04943,9G86W22X+JQ,"W22X+JQ Mārupe, Mārupes pagasts, Mārupe Municipality, Latvia",4.5,2.0,,,,https://maps.google.com/?cid=8058666261000524799,,,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/bus-71.png,,2025-10-26T12:20:39.189964
ChIJUauxYknS7kYRZGNAQUUjM14,Katlakalns,transport_hubs,"bus_station,establishment,point_of_interest,transit_station",OPERATIONAL,"Katlakalns, Ķekava Parish, Ķekava Municipality, LV-2111, Latvia",Katlakalns,56.88444,24.19306,9G86V5MV+Q6,"V5MV+Q6 Katlakalns, Ķekava Parish, Ķekava Municipality, Latvia",4.0,1.0,,,,https://maps.google.com/?cid=6787807843731923812,,,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/bus-71.png,,2025-10-26T12:20:39.355105
ChIJi2tkgmwt6UYRPCTJuqKJ7d0,Silava,transport_hubs,"bus_station,establishment,point_of_interest,transit_station",OPERATIONAL,"Salaspils, Salaspils pilsēta, Salaspils Municipality, LV-2169, Latvia",Salaspils,56.8717774,24.3530869,9G86V9C3+P6,"V9C3+P6 Salaspils, Salaspils pilsēta, Salaspils Municipality, Latvia",,,,,,https://maps.google.com/?cid=15991589183873950780,,,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/bus-71.png,,2025-10-26T12:20:39.520420
ChIJSTRFf2st6UYR-LbDruwDbvw,Silava,transport_hubs,"bus_station,establishment,point_of_interest,transit_station",OPERATIONAL,"Salaspils, Salaspils pilsēta, Salaspils Municipality, LV-2169, Latvia",Salaspils,56.87229689999999,24.3529244,9G86V9C3+W5,"V9C3+W5 Salaspils, Salaspils pilsēta, Salaspils Municipality, Latvia",,,,,,https://maps.google.com/?cid=18189480260075239160,,,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/bus-71.png,,2025-10-26T12:20:39.673492
ChIJvwRamXTb7kYRWv9pVhFKikc,Meistaru iela,transport_hubs,"bus_station,establishment,point_of_interest,transit_station",OPERATIONAL,"Piņķi, Babīte parish, Mārupe Municipality, LV-2107, Latvia",Piņķi,56.94293,23.90414,9G85WWV3+5M,"WWV3+5M Piņķi, Babīte parish, Mārupe Municipality, Latvia",4.9,8.0,,,,https://maps.google.com/?cid=5155014161803640666,,,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/bus-71.png,,2025-10-26T12:20:39.863319
ChIJpSoBsVva7kYRrnibGxjCoG4,Skulte,transport_hubs,"bus_station,establishment,point_of_interest,transit_station",OPERATIONAL,"Skulte, Mārupes pagasts, Mārupe Municipality, LV-2108, Latvia",Skulte,56.91932,23.95358,9G85WX93+PC,"WX93+PC Skulte, Mārupes pagasts, Mārupe Municipality, Latvia",4.5,2.0,,,,https://maps.google.com/?cid=7971584749243955374,False,,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/bus-71.png,,2025-10-26T12:20:40.039165
ChIJWa2Wz3_Q7kYRWpe5X6oWN0c,Stīpnieki,transport_hubs,"bus_station,establishment,point_of_interest,transit_station",OPERATIONAL,"Mārupe, Mārupe pilsēta, Mārupe Municipality, LV-2167, Latvia",Mārupe,56.91641,24.01158,9G86W286+HJ,"W286+HJ Mārupe, Mārupes pagasts, Mārupe Municipality, Latvia",3.4,5.0,,,,https://maps.google.com/?cid=5131595221418219354,,,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/bus-71.png,,2025-10-26T12:20:40.219978
ChIJI_v8Nw7b7kYRvMb7zlkLULw,Pagrieziens uz Piņķiem,transport_hubs,"bus_station,establishment,point_of_interest,transit_station",OPERATIONAL,"Priežciems, Babīte parish, Mārupe Municipality, LV-2107, Latvia",Priežciems,56.94403999999999,23.92294,9G85WWVF+J5,"WWVF+J5 Priežciems, Babīte parish, Latvia",5.0,3.0,,,,https://maps.google.com/?cid=13569358157619906236,,,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/bus-71.png,,2025-10-26T12:20:40.393743
ChIJVxNn6hHb7kYRBjq2SVk3_Kw,Pagrieziens uz Piņķiem,transport_hubs,"bus_station,establishment,point_of_interest,transit_station",OPERATIONAL,"Babīte parish, Mārupe Municipality, LV-2107, Latvia",Latvia,56.9466043,23.9238975,9G85WWWF+JH,"WWWF+JH Priežciems, Babīte parish, Latvia",5.0,1.0,,,,https://maps.google.com/?cid=12464898725282986502,,,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/bus-71.png,,2025-10-26T12:20:40.579449
ChIJH9r0D53a7kYRothYSgYig74,Zolitūdes iela,transport_hubs,"bus_station,establishment,point_of_interest,transit_station",OPERATIONAL,"Riga, LV-1046, Latvia",Riga,56.92897,24.01584,9G86W2H8+H8,"W2H8+H8 Riga, Rīgas pilsēta, Riga, Latvia",4.6,8.0,,,,https://maps.google.com/?cid=13727853499567888546,,,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/bus-71.png,,2025-10-26T12:20:40.754416
ChIJWcksAY_R7kYR0PdOfOq16_E,Valdlauču centrs,transport_hubs,"bus_station,establishment,point_of_interest,transit_station",OPERATIONAL,"Zemgale Suburb, Valdlauči, Ķekava Parish, Ķekava Municipality, LV-1076, Latvia","Zemgale Suburb, Valdlauči",56.90251,24.14668,9G86W43W+2M,"W43W+2M Valdlauči, Ķekava Parish, Ķekava Municipality, Latvia",5.0,2.0,,,,https://maps.google.com/?cid=17432226801380161488,,,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/bus-71.png,,2025-10-26T12:20:40.938984
ChIJrwdGwz7N7kYRrksWSb85vg8,Skola,transport_hubs,"bus_station,establishment,point_of_interest,transit_station",OPERATIONAL,"Ulbroka, Stopiņu pagasts, Ropaži Municipality, LV-2130, Latvia",Ulbroka,56.92754189999999,24.3216098,9G86W8HC+2J,"W8HC+2J Ulbroka, Stopiņu pagasts, Ropaži Municipality, Latvia",,,,,,https://maps.google.com/?cid=1134407649871678382,,,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/bus-71.png,,2025-10-26T12:20:41.144618
ChIJvfIbxT7N7kYROYiXkGrthGQ,Skola,transport_hubs,"bus_station,establishment,point_of_interest,transit_station",OPERATIONAL,"Ulbroka, Stopiņu pagasts, Ropaži Municipality, LV-2130, Latvia",Ulbroka,56.9275169,24.3220857,9G86W8HC+2R,"W8HC+2R Ulbroka, Stopiņu pagasts, Ropaži Municipality, Latvia",,,,,,https://maps.google.com/?cid=7243175142666766393,,,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/bus-71.png,,2025-10-26T12:20:41.303943
ChIJqZTivgjN7kYRHBuij6gSrEQ,Ulbroka,transport_hubs,"bus_station,establishment,point_of_interest,transit_station",OPERATIONAL,"Ulbroka, Stopiņu pagasts, Ropaži Municipality, LV-2130, Latvia",Ulbroka,56.94052,24.2921,9G86W7RR+6R,"W7RR+6R Ulbroka, Stopiņu pagasts, Ropaži Municipality, Latvia",4.7,10.0,,,,https://maps.google.com/?cid=4948350605746903836,,,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/bus-71.png,,2025-10-26T12:20:41.475399
ChIJ0VEczpDc7kYRrHJLtyOJiSU,Egļuciems,transport_hubs,"bus_station,establishment,point_of_interest,transit_station",OPERATIONAL,"Jūrmala, LV-2010, Latvia",Jūrmala,56.9636801,23.8606393,9G85XV76+F7,"XV76+F7 Jūrmala, Jūrmala pilsēta, Jūrmala, Latvia",,,,,,https://maps.google.com/?cid=2704843837704729260,,,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/bus-71.png,,2025-10-26T12:20:41.674122
ChIJmZtw15Dc7kYRuEZ2NR4LtMg,Egļuciems,transport_hubs,"bus_station,establishment,point_of_interest,transit_station",OPERATIONAL,"Jūrmala, LV-2010, Latvia",Jūrmala,56.9636203,23.8596291,9G85XV75+CV,"XV75+CV Jūrmala, Jūrmala pilsēta, Jūrmala, Latvia",5.0,1.0,,,,https://maps.google.com/?cid=14462196527767373496,,,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/bus-71.png,,2025-10-26T12:20:41.830115
ChIJg2bM2Bnb7kYRUtyjHRxj5Ys,Priežciems,transport_hubs,"bus_station,establishment,point_of_interest,transit_station",OPERATIONAL,"Priežciems, Babīte parish, Mārupe Municipality, LV-2101, Latvia",Priežciems,56.95071,23.93612,9G85XW2P+7C,"XW2P+7C Priežciems, Babīte parish, Latvia",5.0,1.0,,,,https://maps.google.com/?cid=10080572313346235474,,,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/bus-71.png,,2025-10-26T12:20:41.989868
ChIJqZC3pibb7kYRHG0AhelhsK4,Babītes stacija,transport_hubs,"bus_station,establishment,point_of_interest,transit_station",OPERATIONAL,"Babīte, Babīte parish, Mārupe Municipality, LV-2101, Latvia",Babīte,56.9582,23.95348,9G85XX53+79,"XX53+79 Babīte, Babīte parish, Latvia",4.5,15.0,,,,https://maps.google.com/?cid=12587668614087208220,True,,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/bus-71.png,,2025-10-26T12:20:42.153455
ChIJXRziNyTb7kYRrdebSo8eS6Y,Ceļš uz Vārnukrogu,transport_hubs,"bus_station,establishment,point_of_interest,transit_station",OPERATIONAL,"Babīte parish, Mārupe Municipality, LV-2101, Latvia",Latvia,56.95976,23.95258,9G85XX53+W2,"XX53+W2 Spilve, Babīte parish, Mārupe Municipality, Latvia",4.8,6.0,,,,https://maps.google.com/?cid=11982704834330220461,,,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/bus-71.png,,2025-10-26T12:20:42.351219
ChIJFYHBe9PE7kYRIEL1oI6trjg,Mežāres,transport_hubs,"bus_station,establishment,point_of_interest,transit_station",OPERATIONAL,"Mežāres, Babīte parish, Mārupe Municipality, LV-2101, Latvia",Mežāres,56.97464,23.96883,9G85XXF9+VG,"XXF9+VG Mežāres, Babīte parish, Mārupe Municipality, Latvia",4.8,5.0,,,,https://maps.google.com/?cid=4084392740169007648,,,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/bus-71.png,,2025-10-26T12:20:42.518738
ChIJZd2rlNPE7kYR6xIhW06GykM,Mežāres,transport_hubs,"bus_station,establishment,point_of_interest,transit_station",OPERATIONAL,"Mežāres, Babīte parish, Mārupe Municipality, LV-2101, Latvia",Mežāres,56.97644,23.96942,9G85XXG9+HQ,"XXG9+HQ Mežāres, Babīte parish, Mārupe Municipality, Latvia",5.0,4.0,,,,https://maps.google.com/?cid=4884864416931189483,,,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/bus-71.png,,2025-10-26T12:20:42.710580
ChIJF4nbXEfF7kYRelAfIs_nBy0,Baltegļu iela,transport_hubs,"bus_station,establishment,point_of_interest,transit_station",OPERATIONAL,"Kurzeme District, Riga, LV-1067, Latvia","Kurzeme District, Riga",56.97716,24.02589,9G86X2GG+V9,"X2GG+V9 Riga, Rīgas pilsēta, Riga, Latvia",5.0,1.0,,,,https://maps.google.com/?cid=3244816933360455802,,,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/bus-71.png,,2025-10-26T12:20:42.868539
ChIJJWP78u3M7kYRWkW43AiuJ8A,Upeskalni,transport_hubs,"bus_station,establishment,point_of_interest,transit_station",OPERATIONAL,"Stopiņu pagasts, Ropaži Municipality, LV-2130, Latvia",Latvia,56.96526,24.33035,9G86X88J+44,"X88J+44 Līči, Stopiņu pagasts, Latvia",3.0,1.0,,,,https://maps.google.com/?cid=13846226932459914586,,,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/bus-71.png,,2025-10-26T12:20:43.046548
ChIJe-EbLJPM7kYRFIOpTEU3274,Amatnieki,transport_hubs,"bus_station,establishment,point_of_interest,transit_station",OPERATIONAL,"Amatnieki, Garkalnes pagasts, Ropaži Municipality, LV-2137, Latvia",Amatnieki,56.96852,24.33862,9G86X89Q+CC,"X89Q+CC Amatnieki, Garkalnes pagasts, Latvia",,,,,,https://maps.google.com/?cid=13752646657884390164,,,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/bus-71.png,,2025-10-26T12:20:43.204707
ChIJqWbjG5PM7kYRE2-oDpUIr-Q,Amatnieki,transport_hubs,"bus_station,establishment,point_of_interest,transit_station",OPERATIONAL,"Amatnieki, Garkalnes pagasts, Ropaži Municipality, LV-2137, Latvia",Amatnieki,56.96981,24.33987,9G86X89Q+WW,"X89Q+WW Amatnieki, Garkalnes pagasts, Latvia",,,,,,https://maps.google.com/?cid=16478398997861003027,,,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/bus-71.png,,2025-10-26T12:20:43.343888
ChIJE_Xvb8rM7kYRk_M7cSadr84,Mucenieki,transport_hubs,"bus_station,establishment,point_of_interest,transit_station",OPERATIONAL,"Mucenieki, Ropaži parish, Ropaži Municipality, LV-2137, Latvia",Mucenieki,56.95887,24.37973,9G86X95H+GV,"X95H+GV Mucenieki, Ropaži parish, Ropaži Municipality, Latvia",4.9,11.0,,,,https://maps.google.com/?cid=14893295281171592083,,,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/bus-71.png,,2025-10-26T12:20:43.523742
ChIJP9YjwYXM7kYRviia24e32oA,Upesciems,transport_hubs,"bus_station,establishment,point_of_interest,transit_station",OPERATIONAL,"Upesciems, Garkalnes pagasts, Ropaži Municipality, LV-2137, Latvia",Upesciems,56.98185,24.3361,9G86X8JP+PC,"X8JP+PC Upesciems, Garkalnes pagasts, Ropaži Municipality, Latvia",4.5,2.0,,,,https://maps.google.com/?cid=9284935375910480062,,,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/bus-71.png,,2025-10-26T12:20:43.698452
ChIJPX0VwIXM7kYRQaAcKoD0Lrk,Upesciems,transport_hubs,"bus_station,establishment,point_of_interest,transit_station",OPERATIONAL,"Upesciems, Garkalnes pagasts, Ropaži Municipality, LV-2137, Latvia",Upesciems,56.9823621,24.3380187,9G86X8JQ+W6,"X8JQ+W6 Upesciems, Garkalnes pagasts, Ropaži Municipality, Latvia",,,,,,https://maps.google.com/?cid=13343871577244868673,,,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/bus-71.png,,2025-10-26T12:20:43.862658
ChIJ79ckplrJ7kYRoXPay6n-mIQ,Bukulti,transport_hubs,"bus_station,establishment,point_of_interest,transit_station",OPERATIONAL,"Bukulti, Garkalnes pagasts, Ropaži Municipality, LV-1024, Latvia",Bukulti,57.02085,24.2588,9G9627C5+8G,"27C5+8G Bukulti, Garkalnes pagasts, Latvia",5.0,4.0,,,,https://maps.google.com/?cid=9554666614689526689,,,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/bus-71.png,,2025-10-26T12:20:44.037040
ChIJX_7X_ZDL7kYRtIZsGYl4j0k,Langstiņi,transport_hubs,"bus_station,establishment,point_of_interest,transit_station",OPERATIONAL,"Langstiņi, Garkalnes pagasts, Ropaži Municipality, LV-2137, Latvia",Langstiņi,57.0101,24.32636,9G96286G+2G,"286G+2G Langstiņi, Garkalnes pagasts, Latvia",3.0,1.0,,,,https://maps.google.com/?cid=5300587816670758580,,,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/bus-71.png,,2025-10-26T12:20:44.217800
ChIJBxGzVEvW7kYRcM0T9EgU4vw,Jaunolaine,transport_hubs,"establishment,point_of_interest,train_station,transit_station",OPERATIONAL,"Olaine parish, Olaine Municipality, LV-2127, Latvia",Latvia,56.8058065,23.983344,9G85RX4M+88,"RX4M+88 Jaunolaine, Olaine parish, Olaine Municipality, Latvia",3.0,2.0,,,,https://maps.google.com/?cid=18222149345859587440,,,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/train-71.png,,2025-10-26T12:20:44.407900
ChIJ-xhZDtHX7kYR7iEm8dAFKwc,Olaine,transport_hubs,"establishment,point_of_interest,train_station,transit_station",OPERATIONAL,"Pārolaine, Olaine parish, Olaine Municipality, LV-2127, Latvia",Pārolaine,56.7861446,23.9463931,9G85QWPW+FH,"QWPW+FH Pārolaine, Olaine parish, Olaine Municipality, Latvia",4.2,268.0,,,,https://maps.google.com/?cid=516512977221198318,True,,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/train-71.png,,2025-10-26T12:20:44.599263
ChIJmccdhBvR7kYRXHP8nv8Frn8,Tiraine,transport_hubs,"establishment,point_of_interest,train_station,transit_station",OPERATIONAL,"Zemgale Suburb, Tīraine, Mārupes pagasts, Mārupe Municipality, LV-2167, Latvia","Zemgale Suburb, Tīraine",56.88725969999999,24.0744337,9G86V3PF+WQ,"V3PF+WQ Tīraine, Mārupes pagasts, Mārupe Municipality, Latvia",3.9,18.0,http://pv.lv/,,,https://maps.google.com/?cid=9200297684206646108,,,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/train-71.png,,2025-10-26T12:20:44.778120
ChIJ4Vru_MzW7kYR__muAkJP8X0,Medemciems,transport_hubs,"establishment,point_of_interest,train_station,transit_station",OPERATIONAL,"Olaine parish, Olaine Municipality, LV-2127, Latvia",Latvia,56.85567039999999,24.0589353,9G86V345+7H,"V345+7H Stūnīši, Olaine parish, Olaine Municipality, Latvia",,,,,,https://maps.google.com/?cid=9075121869059717631,,,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/train-71.png,,2025-10-26T12:20:44.945416
ChIJ9fzygmDS7kYRgV3WPd04luM,Gaisma,transport_hubs,"establishment,point_of_interest,train_station,transit_station",OPERATIONAL,"Riga, LV-1063, Latvia",Riga,56.8941679,24.2319507,9G86V6VJ+MQ,"V6VJ+MQ Riga, Rīgas pilsēta, Riga, Latvia",3.3,4.0,,,,https://maps.google.com/?cid=16399357615992626561,False,,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/train-71.png,,2025-10-26T12:20:45.145344
ChIJkcYfYu7S7kYR307gvgwnlvM,Rumbula,transport_hubs,"establishment,point_of_interest,train_station,transit_station",OPERATIONAL,"Rumbula, Stopiņu pagasts, Ropaži Municipality, LV-2121, Latvia",Rumbula,56.88278769999999,24.2543647,9G86V7M3+4P,"V7M3+4P Rumbula, Stopiņu pagasts, Latvia",,,,,,https://maps.google.com/?cid=17552259533418548959,,,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/train-71.png,,2025-10-26T12:20:45.301951
ChIJe0DSRNDS7kYRzaHxb4_IdsM,Dārziņi,transport_hubs,"establishment,point_of_interest,train_station,transit_station",OPERATIONAL,"Salaspils parish, Salaspils Municipality, LV-2119, Latvia",Latvia,56.8702128,24.2807334,9G86V7CJ+37,"V7CJ+37 Mežezeri, Salaspils parish, Salaspils Municipality, Latvia",4.5,2.0,,,,https://maps.google.com/?cid=14084665403031790029,False,,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/train-71.png,,2025-10-26T12:20:45.476437
ChIJq-3dWDst6UYRKcWzk6DTA3I,Dole,transport_hubs,"establishment,point_of_interest,train_station,transit_station",OPERATIONAL,"Salaspils, Salaspils pilsēta, Salaspils Municipality, LV-2119, Latvia",Salaspils,56.864419,24.3235737,9G86V87F+QC,"V87F+QC Salaspils, Salaspils pilsēta, Salaspils Municipality, Latvia",2.7,3.0,,,,https://maps.google.com/?cid=8215642831880176937,,,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/train-71.png,,2025-10-26T12:20:45.642421
ChIJh97V1w8t6UYRutjBlCWWLcQ,Salaspils,transport_hubs,"establishment,point_of_interest,train_station,transit_station",OPERATIONAL,"Salaspils, Salaspils pilsēta, Salaspils Municipality, LV-2169, Latvia",Salaspils,56.86050479999999,24.3534279,9G86V963+69,"V963+69 Salaspils, Salaspils pilsēta, Salaspils Municipality, Latvia",4.3,8.0,,,,https://maps.google.com/?cid=14136119893539543226,,,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/train-71.png,,2025-10-26T12:20:45.823581
ChIJIdCR3Q_Q7kYRjUv7w2ifDVs,Zasulauks,transport_hubs,"establishment,point_of_interest,train_station,transit_station",OPERATIONAL,"Tapešu iela 1, Kurzemes rajons, Rīga, LV-1083, Latvia","Tapešu iela 1, Kurzemes rajons, Rīga",56.9414532,24.0519536,9G86W3R2+HQ,"W3R2+HQ Riga, Rīgas pilsēta, Riga, Latvia",4.1,46.0,,67 236 303,+371 67 236 303,https://maps.google.com/?cid=6561075504462121869,,,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/train-71.png,,2025-10-26T12:20:46.004618
ChIJxeFCM1LQ7kYRknwO-ydTO0A,Biznesa Augstskola Turība,transport_hubs,"establishment,point_of_interest,train_station,transit_station",OPERATIONAL,"Zemgale Suburb, Riga, LV-1058, Latvia","Zemgale Suburb, Riga",56.91109729999999,24.0777326,9G86W36H+C3,"W36H+C3 Riga, Rīgas pilsēta, Riga, Latvia",4.0,7.0,,,,https://maps.google.com/?cid=4628384473234177170,,,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/train-71.png,,2025-10-26T12:20:46.177088
ChIJJ8GOlE7Q7kYRMdqSZd3cUn4,Atgāzene,transport_hubs,"establishment,point_of_interest,train_station,transit_station",OPERATIONAL,"Zemgale Suburb, Riga, LV-1004, Latvia","Zemgale Suburb, Riga",56.9177233,24.079982,9G86W39H+3X,"W39H+3X Riga, Rīgas pilsēta, Riga, Latvia",2.9,8.0,,,,https://maps.google.com/?cid=9102580640319199793,,,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/train-71.png,,2025-10-26T12:20:46.346022
ChIJKyJVAEnQ7kYRdVNk6e_z9FY,Bieriņi/Bērnu slimnīca,transport_hubs,"establishment,point_of_interest,train_station,transit_station",OPERATIONAL,"Zemgale Suburb, Riga, LV-1004, Latvia","Zemgale Suburb, Riga",56.9220131,24.0815776,9G86W3CJ+RJ,"W3CJ+RJ Riga, Rīgas pilsēta, Riga, Latvia",,,,,,https://maps.google.com/?cid=6265901193317602165,,,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/train-71.png,,2025-10-26T12:20:46.498952
ChIJizS53A_Q7kYRPI9TMzNs86s,Zasulauks,transport_hubs,"establishment,point_of_interest,train_station,transit_station",OPERATIONAL,"Zemgale Suburb, Riga, LV-1046, Latvia","Zemgale Suburb, Riga",56.9414511,24.0517545,9G86W3R2+HP,"W3R2+HP Riga, Rīgas pilsēta, Riga, Latvia",1.0,1.0,,,,https://maps.google.com/?cid=12390365966986612540,,,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/train-71.png,,2025-10-26T12:20:46.702411
ChIJEbogxAfQ7kYRJjOaZbwPGaE,Depo,transport_hubs,"establishment,point_of_interest,train_station,transit_station",OPERATIONAL,"Zemgale Suburb, Riga, LV-1046, Latvia","Zemgale Suburb, Riga",56.9464955,24.0390684,9G86W2WQ+HJ,"W2WQ+HJ Riga, Rīgas pilsēta, Riga, Latvia",4.6,10.0,,,,https://maps.google.com/?cid=11608326816357036838,False,,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/train-71.png,,2025-10-26T12:20:46.872203
ChIJzVR86AfQ7kYRrbcn44rcdyA,Depo,transport_hubs,"establishment,point_of_interest,train_station,transit_station",OPERATIONAL,"Zemgale Suburb, Riga, LV-1046, Latvia","Zemgale Suburb, Riga",56.9465776,24.0392447,9G86W2WQ+JM,"W2WQ+JM Riga, Rīgas pilsēta, Riga, Latvia",5.0,1.0,,,,https://maps.google.com/?cid=2339581020516890541,,,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/train-71.png,,2025-10-26T12:20:47.032692
ChIJ60gMWKXa7kYRJolteLzSkhQ,Zolitūde,transport_hubs,"establishment,point_of_interest,train_station,transit_station",OPERATIONAL,"Zemgale Suburb, Riga, LV-1029, Latvia","Zemgale Suburb, Riga",56.94909740000001,24.022212,9G86W2XC+JV,"W2XC+JV Riga, Rīgas pilsēta, Riga, Latvia",4.4,19.0,,,,https://maps.google.com/?cid=1482478934274443558,True,,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/train-71.png,,2025-10-26T12:20:47.218655
ChIJqae6YqXa7kYRkGOucSeyjZU,Zolitūde,transport_hubs,"establishment,point_of_interest,train_station,transit_station",OPERATIONAL,"Zemgale Suburb, Riga, LV-1029, Latvia","Zemgale Suburb, Riga",56.94919609999999,24.0223145,9G86W2XC+MW,"W2XC+MW Riga, Rīgas pilsēta, Riga, Latvia",,,,,,https://maps.google.com/?cid=10776465365848187792,,,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/train-71.png,,2025-10-26T12:20:47.385827
ChIJpXROYDDQ7kYRgbI9Hk39BNc,Torņakalns,transport_hubs,"establishment,point_of_interest,train_station,transit_station",OPERATIONAL,"Zemgale Suburb, Riga, LV-1004, Latvia","Zemgale Suburb, Riga",56.932361,24.0891016,9G86W3JQ+WJ,"W3JQ+WJ Riga, Rīgas pilsēta, Riga, Latvia",4.0,35.0,,,,https://maps.google.com/?cid=15493787125723017857,,,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/train-71.png,,2025-10-26T12:20:47.582769
ChIJmaZY9DDQ7kYR8jDowauZXOs,Torņakalns,transport_hubs,"establishment,point_of_interest,train_station,transit_station",OPERATIONAL,"Zemgale Suburb, Riga, LV-1004, Latvia","Zemgale Suburb, Riga",56.9323723,24.0890957,9G86W3JQ+WJ,"W3JQ+WJ Riga, Rīgas pilsēta, Riga, Latvia",4.5,2.0,,,,https://maps.google.com/?cid=16959599259742122226,,,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/train-71.png,,2025-10-26T12:20:47.753085
